RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541230,SPANISH PAELLA,PT1H,PT25M,PT1H25M,"c(""olive oil"", ""boneless pork chop"", ""shallot"", ""roma tomatoes"", ""garlic cloves"", ""chicken breasts"", ""rosemary"", ""ground cumin"", ""calrose rice"", ""low sodium chicken broth"", ""capers"", ""saffron thread"", ""clams"", ""mussels"", ""parsley"")",827,44.3,11.1,104.9,1011.1,64.6,4.1,2.2,41.4,"c(""In a large deep skillet over medium, heat Â¼ cup oil. Add pork and sautĂ© for 2 minutes. Add onion and peppers; sautĂ© for 3 minutes. Add tomatoes and sautĂ© for 2 minutes. Add garlic and sautĂ© for 1 minute. Transfer pork mixture to a bowl and set aside."", ""Return skillet to stove and heat another Â¼ cup oil. Add chicken and sautĂ© until no longer pink, about 4-5 minutes. Season chicken with rosemary, paprika, thyme and cumin; transfer chicken into a small bowl and set aside."", ""Return skillet to the burner and heat the remaining Â¼ cup oil. Add rice and sautĂ© until translucent, about 10 to 12 minutes. Pour half of broth and stir to combine. Add pork and chicken mixture and stir until evenly mixed. Add chorizo and peas; stir to mix. Stir in the capers and saffron; give a quick stir. Preheat oven to 400ÂºF."", 
""Transfer half rice mixture at the bottom of a 15-inch paella pan. Place shellfish and prawns then cover with remaining rice mixture; well-spaced them. Transfer pan into the preheated oven and pour the rest of the broth. Cook for 25-35 minutes or until the liquid is absorbed."", ""Remove paella from the oven and discard any clams or mussels that failed to open. Spoon paella onto warm serving plates and top with fresh parsley; garnish with lemon wedges."")"
541231,French's Deluxe Mushroom Green Bean Casserole,PT35M,PT15M,PT50M,"c(""half-and-half"", ""heavy cream"", ""white wine"", ""green beans"")",95.8,4.3,1.6,6.8,292.3,11.3,2.4,3.7,4.7,"c(""Mix soup, milk or cream, wine, mushrooms, green beans, and 1 c crispy fried onions in 2 qt baking dish."", ""Bake at 350 degrees F for 30 min or until hot."", ""Stir."", ""Top with remaining 1 c crispy fried onions."", ""Bake 5 min."")"
541232,Nutella Buttercream Frosting,0,PT10M,PT10M,"c(""unsalted butter"", ""confectioners' sugar"", ""heavy cream"", ""salt"", ""hazelnut extract"", ""vanilla extract"")",3931.7,215.2,157.5,407.1,283.6,498.4,12,472.5,14.1,"c(""1. Beat butter and nutella on medium high speed until creamy about 2 mins."", ""2. Reduce speed on mixer to medium. Add the confectioner's sugar, 1/2 cup at a time, beat well after each addition and scrape down sides of the bowl as needed."", ""3. After every 1 cup of confectioner's sugar raise the speed of the mixer up to high and beat for 10 to 20 seconds."", ""4. Add vanilla, heavy cream, and hazelnut extract if you are using it."", ""5. Beat until smooth. If not using the frosting right away you can place it in an airtight container in the fridge. It should last for about 7 days in the fridge."", 
""6. Before using, bring to room temperature, and beat on low speed until smooth again, about 5 minutes."")"
541233,Pe0ng Prawn Noodles (Slow Cooker),PT6H,PT1H,PT7H,"c(""shrimp"", ""water"", ""red chili peppers"", ""sugar"", ""rock salt"", ""water"", ""garlic"", ""sugar"", ""rock salt"", ""water"", ""rock salt"", ""butter"", ""shallots"", ""spi0ch"", ""eggs"")",1054.2,39.2,13.7,239.5,2326.5,131.6,10.7,6.8,43.9,"c(""Preheat oven at 250Â°C. Spread shrimp shells evenly on a tray wrapped with aluminium foil."", ""Bake for 20 minutes. Flip the shells over every 7 minutes."", ""Remove shells from oven when it seems dry and crispy."", ""Place shrimp shells, washed anchovies and washed dry shrimps in a muslin bag."", ""Add deseeded dried chilli peppers, lean pork and muslin bag to a slow cooker. Pour 3 Liters of hot boiling water into it. Cover with lit. Turn on high heat and set timer for 45 minutes."", ""Meanwhile, deseed then cut 400 g chilli peppers into chunks."", 
""Add chilli peppers, 200 ml water, 1 tbsp sugar and 1 tsp salt into a blender. Blend until fine."", ""Strain with muslin cloth and discard any residue."", ""Remove lean pork from slow cooker when time's up. Cut into thin slices."", ""Place slices of pork in a deep dish. Add some soup just to cover it. Wrap and store in fridge when it cools down."", ""Pour liquid of chilli peppers into slow cooker. Covered and continue cooking for another 75 minutes. Turn down the heat to low and let it simmers for 4 hours."", 
""40 minutes before serving, take pork slices out from fridge. Cook 9 eggs. Melt 30g butter on a non-stick pan over medium high heat."", ""Add shrimps and 1 tsp rock salt."", ""Cook, stirring occasio0lly, until pink; set aside."", ""Soak 400g dried rice vermicelli in water for 20 minutes. Strain off the water when done. Cover vermicelli with a piece of damp cloth."", ""Cut shallot into 2mm thin slices."", ""Heat shallots together with 100g oil over high heat in a pot."", ""Lower the heat when oil starts to sizzle. Cook until it turns brown."", 
""Sieve out and cool down on a piece of paper tower."", ""Mash 35g garlic. Mix garlic, 150g fermented chilli sauce, 1/2 tbsp sugar and 1 tsp salt to 200ml water. Mix through and set aside."", ""Cook 100g ramen in boiling water for a minute. Run through cool water then hot water again for springy texture."", ""Cook 60g rice vermicelli for a minutes."", ""Cook handful of bean sprouts for 15 seconds."", ""Cook handful of water spi0ch for 5 seconds."", ""Pour 2 tbsp of chilli sauce just made and a few scoops of shrimp stock to the noodles. Serves with pork slices, shrimps, eggs while top with fried shallots and a tsp of shallot oil.""
)"
541234,Starbucks Copycat Gingerloaf,PT1M,PT10M,PT11M,"c(""ground cin0mon"", ""all-purpose flour"", ""ground cloves"", ""ground ginger"", ""ground mustard"", ""baking soda"", ""nutmeg"", ""butter"", ""brown sugar"", ""white sugar"", ""candied ginger"", ""vanilla extract"", ""apple butter"", ""cream cheese"", ""icing sugar"", ""lemon zest"")",4192.7,136.1,81.8,369,2522.1,726.5,14.3,547.8,29.7,"c(""Start with butter and sugar then add the egg Beat Ingredients in a stand mixer mix until light and fluffy then add remaining wet ingredients. Mix dry ingredients together and whisk then add dry ingredients to wet ingredients in until just combined , donâ€™t over mix it will cause tough bread <U+2764><U+FE0F>Batter will be really thick donâ€™t worry :) bake at350 for 50-60 mins and let cool completely before frosting."", ""Enjoy."")"
541235,CHOCOLATE CHIP COOKIES,PT10M,PT20M,PT30M,"c(""butter"", ""white sugar"", ""brown sugar"", ""eggs"", ""vanilla extract"", ""baking soda"", ""hot water"", ""salt"", ""all-purpose flour"", ""walnuts"")",297.8,15.6,7.8,35.8,179,38.9,1.6,25.1,3.6,"c(""Step 1."", ""Preheat oven to 350 degrees F (175 degrees C)."", ""Step 2."", ""Cream together the butter, white sugar, and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Dissolve baking soda in hot water. Add to batter along with salt. Stir in flour, chocolate chips, and nuts. Drop by large spoonfuls onto ungreased pans."", ""Step 3."", ""Bake for about 10 minutes in the preheated oven, or until edges are nicely browned."")"
541236,Easy Flat Bread Pizza,PT15M,PT55M,PT1H10M,"c(""granulated sugar"", ""warm water"", ""all-purpose flour"", ""bread flour"", ""olive oil"", ""salt"", ""minced garlic cloves"")",534.4,8.1,1.1,0,1170,99.4,4,2.5,14,"c(""Place the yeast and sugar in the bowl of a stand mixer fitted with a dough hook or paddle attachment. Or, if you do not own a stand mixer, a regular large mixing bowl. Pour warm water on top. Whisk gently to combine, then loosely cover with a clean kitchen towel and allow to sit for 5 minutes. The mixture should be frothy after 5 minutes. If not, start over with new yeast."", ""If you do not have a mixer, you can mix by hand in this step. With the stand mixer running on low speed, add the flour, olive oil, and salt. (And garlic/Italian seasoning if using.) Beat on low speed for 1 minute as it all combines. The dough should be thick and shaggy. Transfer it to a lightly floured work surface, including any loose flour. Knead it with lightly floured hands for 2 minutes until it begins to come together and becomes smooth. If the dough is too sticky to handle, add 1-2 more Tablespoons of flour."", 
""Place the dough in a greased bowl (I use nonstick spray to grease) and cover with plastic wrap, aluminum foil, or a clean kitchen towel. Allow to sit and rest for 45 minutes at room temperature. Once it has rested and slightly risen, you can place it in the fridge for up to 2 days. More instructions in the make ahead tip below."", ""As the dough is resting and rising, prepare your toppings. See blog post and/or recipe note below."", ""Preheat oven to 475Â°F (246Â°C)."", ""Shape the dough: Punch the dough down to release any air. Divide the dough into two. On a lightly floured surface with floured hands and working with one dough piece at a time, begin shaping and stretching the dough until it is 1/4 inch thick. You can use a floured rolling pin for this too. Donâ€™t worry about the shape of the dough, just make sure itâ€™s pretty thin. Repeat with the second piece of dough. Carefully transfer both pieces of dough to a parchment paper or silicone-mat lined baking sheet, or use a pizza stone. (You can also shape/roll out the doughs directly on a silicone baking mat or a large sheet of parchment if that is easier for you and then just transfer the whole thing to the baking sheet.)."", 
""Poke your fingers all around the surface of the flatbreads or prick a few holes with a fork. Drizzle or brush each with 1/2 teaspoon of olive oil. Top each with your favorite toppings."", ""Bake for 15-20 minutes or until the crust and toppings are browned to your liking. Remove from the oven. Slice and serve warm."", ""Cover and store leftovers in the refrigerator for up to 1 week."")"
541237,Smothered Sour Cream Chicken,PT1H,PT20M,PT1H20M,"c(""chicken breasts"", ""mozzarella cheese"", ""sour cream"", ""parmesan cheese"", ""cornstarch"", ""dried oregano"", ""dried basil"", ""garlic powder"", ""salt"", ""fresh ground black pepper"", ""parsley"", ""heavy whipping cream"", ""garlic cloves"")",646,47.7,24.4,202.8,911,7.4,0.5,2.6,46.1,"c(""Preheat oven to 375Â°F and grease a 9x13-inch baking dish with nonstick spray."", ""In a small bowl, whisk together sour cream, 1/2 cup of the parmesan cheese, salt, pepper, oregano, basil, garlic powder, minced garlic, heavy whipping cream, and cornstarch."", ""Arrange chicken breasts in baking dish, top each with a slice of mozzarella, and coat with the sour cream mixture."", ""Sprinkle remaining Parmesan over the top and bake until chicken is cooked through and sauce is bubbly, about 1 hour."", ""Garnish with parsley, as desired.""
)"
541238,Creamed Peas in Under 10 Minutes,PT4M,PT2M,PT6M,"c(""alfredo sauce"", ""parmesan cheese"")",141.2,4,2.2,11,313.6,15.9,5.1,5.8,10.7,"c(""In a serving bowl put the thawed peas. I usually buy the early harvest petite peas, as they are sweeter and more tender."", ""Stir in the jar of alfredo sauce."", ""Sprinkle the Parmesan cheese on top."", ""Put into the microwave for about 3 minutes. Carefully stir and heat for3 more minutes, or until the peas are very hot."")"
541239,Mari0ted Vegetables - Light Version,0,PT15M,PT15M,"c(""cauliflower"", ""broccoli"", ""celery"", ""bell pepper"", ""onion"", ""canola oil"", ""vinegar"", ""salt"", ""pepper"", ""dry mustard"", ""poppy seeds"", ""Splenda Sugar Blend for Baking"")",113.3,8.5,0.7,0,91.1,8.8,1.6,4.1,1,"c(""Break or cut vegetables into bite sized pieces or florets."", ""Mix in a large, sealable Tupperware type container."", ""Dressing:"", ""Mix and pour over vegetables."", ""Let stand overnight."", ""will keep two weeks in refrigerator."", ""Other vegetables you can add:"", ""yellow squash or zucchini."", ""fresh mushrooms."", ""cucumbers."", ""red and/or yellow peppers."", ""(Note:  Radishes taste good in this recipe but the red color bleeds into the white radish and takes on an u0ppealing appearance after a fews days).""
)"
541240,Caramel Apple Grapes (Peanut Covered),0,PT10M,PT10M,"c(""grapes"", ""peanuts"")",3867.8,95.3,17.3,15.9,645,768.4,40.8,642,70.8,"c(""First, wash grapes over sink, and make sure they're clean."", ""Next, after they're dried, put the toothpicks onto them one by one."", ""After that, grab the grapes by their toothpicks, and dip them into caramel one at a time."", ""Last, roll them in the crushed diced peanuts. (Make sure they don't fall off the toothpicks.)."", ""For later: Grab a container with a plastic top, and put them, (AFTER DRIED) and put them in the fridge."", ""Right now: Make sure you enjoy them while they last, cause you'll be wanting more soon!"", 
""Note: If serving someone with a peanut allergy, substitue nuts with something else (ex. cereal)."")"
541241,Potatoes and Bacon,PT20M,PT10M,PT30M,"c(""potatoes"", ""streaky bacon"", ""onion"", ""olive oil"", ""salt"")",1876.3,150.2,47.4,205.6,3711.8,86.7,11.2,8,44.9,"c(""Scrub the potatoes and cut into cubes (about 20mm). Parboil for about 5 minutes. Drain and leave to cool."", ""Cut the bacon into 50/60mm strips and lay on a baking tray. Cook in the oven at 200Â°C until it's crispy. Remove the bacon and keep aside. Add the potato cubes to the tray and brush some of the bacon fat over them. Sprinkle over the salt. Cook in the oven at 200Â°C until golden."", ""Slice the onion thinly. Heat the olive oil in a wok and fry the onion slices until golden."", ""When the potatoes are cooked, reurn the bacon to the tray and sprinkle over the onions. Return to the oven for about 5 minutes. Serve hot.""
)"
541242,Sangria Ham Mmmm...,PT1H45M,PT20M,PT2H5M,"c(""ham"", ""clove"", ""brown sugar"", ""wine"")",181.4,0.4,0.1,0,15.8,34.5,0.6,31.2,0.3,"c(""Preheat oven to 400Â°."", ""Place ham in roaster and stab with cloves or rub on a ground clove and brown sugar mixture(get between the slices if possible)."", ""Roast the ham uncovered until the sugar begins to melt(about 20 minutes). While this is going, mix Sangria, Pineapple juice and orange peel in a bowl."", ""Pour Sangria and pineapple mixture over the ham and return to over for 20 more minutes (depending on the size of the ham)."", ""Baste ham with juices in pan, cover with foil or roasting lid, and cook an additio0l hour (depending on size)."", 
""***For larger hams, reduce heat to 325Â°, cover and cook an additio0l hour, basting every 30 minutes.***."")"
541243,Easy Sweet Potato Souffle,PT30M,PT1H30M,PT2H,"c(""sweet potatoes"", ""eggs"", ""sugar"", ""butter"", ""milk"", ""salt"", ""pumpkin pie spice"", ""pecans"", ""brown sugar"", ""flour"", ""coconut oil"")",455.7,27.7,14.7,73.1,200,51.3,2.6,37.1,3.8,"c(""Preheat oven to 350 degrees and grease baking sheets."", ""Poke sweet potatoes with fork and bake on a foil covered baking sheet for 1 hour or until they are soft."", ""When the potatoes are cool, enough to handle, peel and place in a large mixing bowl, and mash until smooth."", ""Add eggs, sugar, butter or (1/4 cup butter + 1/4 cup coconut oil), vanilla, milk, and salt. Combine well with a mixer, then pour into the baking dish."", ""***Topping*** In a medium bowl , combine pecans, brown sugar, flour and butter. Spoon the mixure over the sweet potatoes in the baking dish, making an even layer."", 
""Bake until slightly brown (40 minutes) -- then let sit for 5 minutes before serving."")"
541244,Caramel Apple Grapes (With Peanuts),0,PT10M,PT10M,"c(""grapes"", ""peanuts"")",386.8,9.5,1.7,1.6,64.5,76.8,4.1,64.2,7.1,"c(""First, wash the grapes."", ""Then, dry the grapes, and put the toothpicks into them one by one."", ""Next, pick them up by the toothpicks, and dip them in the caramel."", ""After that, roll them in the peanuts."", ""Now you're done!"", ""To eat later: After the caramel has dried, put the grapes one by one into a large plastic container with a top, and put it in the fridge."", ""For now: Put the grapes into your mouth, and enjoy!"")"
541245,V's Cream Cheese Frosting,0,PT10M,PT10M,"c(""cream cheese"", ""butter"", ""powdered sugar"", ""vanilla extract"", ""lemon zest"", ""salt"")",3397.7,169.9,102.1,493.9,1705.1,463.6,0,452.7,14.4,"c(""Beat the cream cheese with a mixer on medium speed for 2 mins."", ""Cut up butter and slowly add little by little while mixing on low."", ""Add  vanilla, salt, lemon extract or zest."", ""Add powdered sugar in thirds, beating on low after each addition."", ""Raise speed to medium high and make sure everything is combined.  If the frosting is too thin you can add more powdered sugar."")"
541246,Easy Iced Matcha Latte,0,PT1M,PT1M,"c(""water"", ""milk"", ""brown sugar"")",17.5,0,0,0,1.3,4.5,0,4.5,0,"c(""Measure out 2 tsp matcha powder and 2oz/60ml water at room temperature (cold water is fine as well) into the bottle."", ""Cap the bottle and shake thoroughly to obtain a thick and even matcha mix."", ""Uncap the bottle and add 7 oz/200 ml of milk with 1 tsp powdered brown sugar (adjust to your desired sweetness)."", ""Cap the bottle. Gently shake its contents to mix well."", ""Pour the latte mix over a cup of ice to enjoy."")"
541247,Holiday Tea Cakes,PT10M,PT30M,PT40M,"c(""butter"", ""sugar"", ""eggs"", ""buttermilk"", ""baking soda"", ""vanilla"", ""flour"", ""powdered sugar"", ""milk"", ""butter"", ""vanilla"")",172.7,8.4,5.2,36.9,134.3,23.5,0.1,19.4,1.4,"c(""Cream butter and sugar together."", ""Add eggs, buttermilk, baking soda, and vanilla."", ""Blend together well with mixer."", ""Mix in 1 cup of flour about 4-5 times until you have a good stiff dough."", ""Wrap tightly with plastic wrap and refrigerate overnight."", ""Preheat oven to 350."", ""Roll out dough to 1/4â€ thickness and cut cookies using desired holiday cookie cutter."", ""Bake 8-10 minutes until barely brown on bottom."", ""Cool completely."", ""Combine 1/2 cup powdered sugar, 2 tbsp milk, 1 1/2 tsp melted butter and 1/2 tsp vanilla for icing. You may add color if desired.""
)"
541248,Big Pound Cake,PT1H,PT15M,PT1H15M,"c(""butter"", ""shortening"", ""sugar"", ""eggs"", ""baking powder"", ""milk"", ""vanilla extract"")",6976.3,323.6,156.3,1452.2,2473.6,948.7,11.8,601.6,86.5,"c(""Grease and flour Bundt pan."", ""Cream butter, shortening, sugar, and eggs together."", ""Beat until light and fluffy."", ""Gradually add flour and milk alter0tely-beginning and ending with the flour."", ""Add desired flavoring."", ""Bake at 325 for 1 hour and 15 minutes."")"
541249,Sammye&rsquo;s Sweet S0ck,PT10M,PT5M,PT15M,"c(""peanuts"", ""walnuts"")",730.1,56.2,6.5,0,227.5,44.4,9.4,13.1,22.9,"c(""Mix all dry ingredients."", ""Melt almond bark over low heat."", ""Pour over cereal mixture and stir."", ""Drop onto wax paper to cool."")"
541250,Easy Nutella Buttercream Frosting,0,PT10M,PT10M,"c(""unsalted butter"", ""powdered sugar"", ""heavy cream"", ""hazelnut extract"", ""vanilla"", ""salt"")",328.6,17.9,13.1,33.9,23.7,41.6,1,39.4,1.2,"c(""Beat butter and nutella on medium high speed until creamy about 2 mins."", ""Reduce speed on mixer to medium. Add the confectioner's sugar, 1/2 cup at a time, beat well after each addition and scrape down sides of the bowl as needed."", ""After every 1 cup of powdered sugar raise the speed of the mixer up to high and beat for 10 to 20 seconds."", ""Add vanilla, heavy cream, and hazelnut extract."", ""Beat until smooth. If not using the frosting right away you can place it in an airtight container in the fridge. It should last for about 7 days in the fridge."", 
""Before using, bring to room temperature, and beat on low speed until smooth again, about 5 minutes."")"
541251,Easy Garbanzo Bean Soup,PT10M,PT5M,PT15M,"c(""olive oil"", ""onion"", ""garlic clove"", ""garbanzo beans"", ""greens"", ""broth"", ""thyme"", ""salt"", ""pepper"")",201.8,8.3,1.2,0.4,1220.8,26.5,5,1.2,6,"c(""Drain and rinse garbanzo beans."", ""Heat Oil in a large pot over medium high heat."", ""Saute onion and garlic until soft."", ""Add the remaining ingredients and bring to a boil. Reduce heat and simmer covered for 10 minutes."")"
541252,Easy Pumpkin Cake,PT1H10M,PT15M,PT1H25M,"c(""flour"", ""salt"", ""baking soda"", ""baking powder"", ""ground nutmeg"", ""ground allspice"", ""ground cin0mon"", ""ground cloves"", ""sugar"", ""butter"", ""vanilla"", ""eggs"", ""canned pumpkin"")",716.1,25.6,15.4,130.8,625.9,116.5,3.3,77.2,8.1,"c(""Preheat the oven to 350."", ""Grease and sugar a bundt pan and set aside.  (can also use an Angle tube or 2 large loaf pans)  Grease the pan very well making sure to get any nook and cranny and use cane sugar to fully coat the inside.  You can also use cooking spray if you do not want the sugar crust."", ""Sift together dry ingredients and set aside."", ""Cream sugar and butter until smooth."", ""Mix in one egg at a time."", ""Mix in vanilla."", ""Mix in pumpkin on low speed until fully blended."", ""Slowly mix in dry ingredients until fully incorporated."", 
""Pour into your prepared pan.  The mixture will be very thick so spread it to evenly distribute it around the pan."", ""Bake at 350 for 1 hour and then do a toothpick check.  It may need more time but you do not want to over cook it.  When your toothpick comes out clean take it out of the oven."", ""Let stand about 10 minutes until cake starts to pull away from the sides of the pan.   Turn out on a cooling rake and let cool completely.  If you have sugared the pan it will form a crisp crust on the outside of the cake.""
)"
541253,Cheese Omelet in a Mug: 2 Minutes Recipe,PT2M,PT15M,PT17M,"c(""egg"", ""green bell pepper"", ""cheese"", ""onion"", ""tomatoes"", ""cheese"")",125.4,8.2,3.7,194.9,206.7,3.3,0.5,1.1,9.3,"c(""Take a regular size microwave-safe mug and brush the mug with oil."", ""Then take 1 egg, crackle it in the mug. Add salt and pepper to taste. Now whisk the egg with the help of a spoon or fork."", ""Now add 1 tbsp of diced green bell pepper, onion, tomato, and grated cheese. Mix everything well."", ""Lastly, put the mug in a microwave for about 1 minute and 30 seconds. Remove the mug and garnish it with grated cheese and coriander. Keep it aside for about a minute and savor it."")"
541254,RICH STEAK DIANE,PT15M,PT15M,PT30M,"c(""sea salt"", ""black pepper"", ""garlic cloves"", ""shallot"", ""shiitake mushrooms"", ""cog0c"", ""demi-glace"", ""heavy cream"", ""Dijon mustard"", ""Worcestershire sauce"", ""chives"", ""parsley"")",341.2,31,15.3,99.6,800.8,10,0.6,0.6,7.3,"c(""Pat dry the filets with paper towels and season generously with salt and pepper; set aside."", ""In a large cast iron skillet over medium-high heat, add oil and butter. When hot, add steaks and cook until browned turning only once, about 1 Â½ to 2 minutes per side for medium-rare. Transfer to a plate and cover loosely with foil."", ""In the same skillet, reduce heat to medium, add garlic and shallots; sautĂ© for 30 seconds. Add mushrooms, season with salt and pepper; stir well and cook for 2 minutes."", 
""Pour in Cog0c, wait 2 seconds and then ignite; cook until the flame dies down. Add demi-glace, heavy cream, Dijon mustard, Worcestershire sauce and hot sauce; stir well and cook for 3 minutes."", ""Return the filet mignon to the skillet including the juices accumulated while resting and spoon mushroom sauce over to warm them up. After about 1 Â½ minutes, transfer the steak to warm serving plates while finishing the sauce."", ""Add chives and parsley to the sauce; stir quickly and then pour sauce over steaks. Serves 2.""
)"
541255,Jeremiah's Deviled Eggs,PT15M,PT30M,PT45M,"c(""eggs"", ""mayon0ise"", ""yellow mustard"", ""fresh black pepper"", ""sweet paprika"", ""Worcestershire sauce"", ""salt"")",72.4,4.8,1.6,186,130.1,0.5,0.1,0.2,6.3,"c(""peel eggs carefully."", ""cut in half."", ""place yolks in bowl with the rest of the ingredients."", ""mash then stir till smooth."", ""fill eggs."", ""sprinkle with extra paprika if desired."", ""dig in!"")"
541256,Another Pasta With Bolognese Sauce,PT2H15M,PT15M,PT2H30M,"c(""onion"", ""bacon"", ""celery rib"", ""carrot"", ""butter"", ""olive oil"", ""ground beef"", ""dry white wine"", ""salt"", ""pepper"", ""nutmeg"", ""tomato paste"", ""heavy cream"", ""fettuccine"")",476.1,20.6,8.4,105.4,948.7,45.9,2.8,3.1,22.9,"c(""Heat butter and oil in a pan over medium low heat."", ""Add onion, celery, carrot, and bacon and cook for 10 minutes."", ""Crumble sausage and ground beef into pan. Cook, stirring, until the meats have lost their pink color."", ""Add the wine and raise the heat. Cook until almost all of the wine has evaporated."", ""Add stock, salt and pepper to taste, the nutmeg and tomato paste. Reduce heat to low, cover partially, Â and simmer for 1 1/2 hours. Stir in cream."", ""Meanwhile, as the sauce cooks, prepare pasta according to package directions. Â Add pasta to sauce and toss together.""
)"
541257,Sweet Potato and Yam Cheese Cake,PT50M,PT20M,PT1H10M,"c(""butter"", ""sugar"", ""cream cheese"", ""sweet potatoes"", ""butter"", ""sugar"", ""plain flour"", ""vanilla extract"", ""lemon zest"", ""lemon juice"", ""eggs"", ""sugar"", ""lemon juice"")",429.1,30.1,17.3,143.5,380.1,34.8,1.5,18.1,6.4,"c(""Prepare 150g sweet potato cube and 100g yam cube. (1cm to 1.5cm cube)."", ""Cover and steam for 20 minutes or until soften."", ""Preheat oven to 170Â°C."", ""Crush biscuit into crumbs."", ""Mix melted butter, biscuits and sugar until evenly moistened."", ""Line 20cm springform cake tin with a square baking paper. Press mixture into the bottom of the pan."", ""Bake the crust for 10 minutes. Cool on rack."", ""For the filling, increase the oven temperature to 200Â°C. Mix all ingredients for filling until blend."", 
""Brush sides of springform tin with butter and put on a baking sheet. Brush again the inner sheet. Pour in the filling."", ""Bake for 10 minutes."", ""Reduce oven temperature to 90Â°C and bake for 30 minutes more."", ""Turn off the oven and leave it closed for an hour."", ""Open the oven door and let it cool in the oven for an hour more."", ""Cut cheesecake into 6 pieces with a string. Combine all ingredients for topping. Spread over the cheesecake right to the edges. Enjoy immediately or refrigerate overnight.""
)"
541258,Jeremiah's Eggs :) :) :) :),PT5M,PT5M,PT10M,"c(""green onions"", ""mozzarella cheese"", ""butter"", ""avocado oil"", ""cayenne pepper"", ""fresh ground pepper"", ""salt"")",89.1,9.7,5.3,22.2,82.7,0.3,0.1,0.1,0.7,"c(""let butter melt with avocado oil."", ""pour all ingredients in a pan."", ""wait for it to cook."", ""EAT!"")"
541259,CORN SYRUP,PT1H,PT5M,PT1H5M,"c(""water"", ""granulated sugar"", ""sea salt"", ""cream of tartar"")",1408.9,3.9,0.9,0,351.2,353.9,5.7,317.3,9.3,"c(""Place corn pieces in a large saucepan and pour in water; bring to a boil. Turn down the heat to medium and simmer until the water has reduced by a third, about 20 minutes. Cover, remove from the heat and let it sit for 3 hours."", ""Later on, discard the cobs and pour the liquid into a fine sieve sitting over a bowl; discard whatâ€™s in the sieve. The volume of water should be about 2 cups."", ""In a large saucepan over medium-high, add water, granulated sugar and salt; stir until the sugar has dissolved. When itâ€™s boiling and the sugar dissipated, reduce the heat to medium. Add cream of tartar and DO NOT STIR. To prevent sugar crystals from forming, brush the sides of the saucepan with water using a pastry brush. Let the mixture simmer until it reaches 240ÂºF, about 30 minutes."", 
""Remove from the heat and let it cool off before transferring the syrup to a thick glass jar. Makes 2 cups and will keep for about 3 months."")"
541260,Easy Smoked Gouda Grits,PT5M,PT10M,PT15M,"c(""water"", ""milk"", ""salt"", ""white pepper"", ""quick-cooking grits"", ""smoked gouda cheese"", ""butter"")",460.3,21,13,73.8,780.4,49.8,0.9,1,17.8,"c(""Bring water, milk, salt, and white pepper to boil in a large saucepan."", ""Gradually whisk in the uncooked grits."", ""Cook, whisking often, 5 minutes, or until thickened."", ""Remove from heat."", ""Whisk in the shredded smoked Gouda and butter, until blended."")"
541261,"Quick and Easy Yogurt, Granola, and Honey Bowl.",PT4M,PT1M,PT5M,"c(""yogurt"", ""granola cereal"", ""honey"")",63.5,2.2,0.8,3.8,15.1,9.8,0.5,8.1,1.8,"c(""Get a bowl or cup ready. (at least 15 fl oz.)."", ""Place 2 tablespoons of yogurt into the bowl or cup."", ""Sprinkle 2 teaspoons of granola on top of the yogurt."", ""Drizzle 1 teaspoon of honey onto the granola."", ""Stir until it is all mixed together."", ""Enjoy!"")"
541262,The Wicked Wench,0,PT1M,PT1M,"""spiced rum""",190.3,0,0,0,14.3,15.2,0,15.2,0,"c(""Pour 2 oz Captain Morgan into a 20 oz glass over ice."", ""Pour in 4-6 oz of Dr Pepper."")"
541263,Matcha Affogato,0,PT5M,PT5M,"c(""vanilla ice cream"", ""water"")",136.6,7.3,4.5,29,54.1,15.6,0.5,14,2.3,"c(""Measure out 1 teaspoon of matcha powder and 1.5 oz of water at 175F (80C) into a bowl and whisk until clumps are completely dissolved."", ""Scoop the vanilla ice cream in a cup or a small bowl."", ""Pour the warm matcha shot over the ice cream and enjoy!"")"
541264,Suzanne's Rolls,PT20M,PT1H30M,PT1H50M,"c(""milk"", ""shortening"", ""warm water"", ""sugar"", ""eggs"", ""flour"", ""salt"", ""sugar"")",360.2,5.7,2,52.2,525,65,2.5,6.8,11.2,"c(""Scald 2 cups milk. Add 2 TBS shortening."", ""Dissolve 2 yeast cakes in 1/2 cup warm water with 1 TBS sugar."", ""Add 3 beaten eggs to cool milk.  Stir in flour, salt and 1/3 cup sugar. Stir all this with spoon. (No forks allowed, according to my mother-in-law, but I just put it all in my mixer.)  Dough will be sticky."", ""Let sit one hour and roll out and make into rolls."", ""Let rise 1 hour and cook in oven 375 degree for 20 minutes."")"
